authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
"[74466, 254178]",512401.0,[335],"&&LDIV&&R&&LI&&RFrankenstein&&L/I&&R, by &&LSTRONG&&RMary Shelley&&L/B&&R, is part of the &&LI&&RBarnes & Noble Classics&&L/I&&R&&LI&&R &&L/I&&Rseries, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of &&LI&&RBarnes & Noble Classics&&L/I&&R: &&LDIV&&RNew introductions commissioned from today's top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader's viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriateAll editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. &&LI&&RBarnes & Noble Classics &&L/I&&Rpulls together a constellation of influences--biographical, historical, and literary--to enrich each reader's understanding of these enduring works.&&L/DIV&&R&&L/DIV&&R&&LP style=MARGIN: 0in 0in 0pt&&R&&LSTRONG&&R&&L/B&&R &&L/P&&R&&LP style=MARGIN: 0in 0in 0pt&&R&&LB&&RMary Shelley&&L/B&&R began writing &&LI&&RFrankenstein&&L/I&&R when she was only eighteen. At once a Gothic thriller, a passionate romance, and a cautionary tale about the dangers of science, &&LI&&RFrankenstein&&L/I&&R tells the story of committed science student Victor Frankenstein. Obsessed with discovering the cause of generation and life and bestowing animation upon lifeless matter, Frankenstein assembles a human being from stolen body parts but; upon bringing it to life, he recoils in horror at the creature's hideousness. Tormented by isolation and loneliness, the once-innocent creature turns to evil and unleashes a campaign of murderous revenge against his creator, Frankenstein.&&LBR&&R&&LBR&&R&&LI&&RFrankenstein&&L/I&&R, an instant bestseller and an important ancestor of both the horror and science fiction genres, not only tells a terrifying story, but also raises rofound, disturbing questions about the very nature of life and the place of humankind within the cosmos: What does it mean to be human? What responsibilities do we have to each other? How far can we go in tampering with Nature? In our age, filled with news of organ donation genetic engineering, and bio-terrorism, these questions are more relevant than ever. &&LBR&&R&&LBR&&R&&L/P&&R&&LP style=MARGIN: 0in 0in 0pt&&R&&LB&&RKaren Karbiener &&L/B&&Rreceived a Ph.D. from Columbia University and currently teaches literature at New York University.&&L/P&&R",105.0,172.0,19.3,,,,1.0,9781593080051,,282e2f9cf857a7ea70c4d29f81e50704,full/d/2/b/d2bb5bface5bef8a7b8bd60a3324e3178a90f2e4.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5930/9781593080051.jpg,,,1593080050,9781593080051,en,2003-09-01 00:00:00,,3.82,1202232.0,Frankenstein (Barnes & Noble Classics Series),/Frankenstein-Barnes-Noble-Classics-Series-Mary-Wollstonecraft-Shelley/9781593080051,163.29
[281456],407491.0,"[245, 247, 253, 282, 406, 783, 3328]","Do your sentences run longer than a page? Or do they hang in the air, waiting for a subject, an object or some punctuation to finish them off? This easy-to-use guide to sentence writing not only teaches you how to overcome run-ons and sentence fragments, but also all of the sentence construction obstacles encountered by anyone who needs to master (or re-master) the English language-all without making you do a single dreaded diagram! You'll learn a sentence-combining approach to writing that goes beyond helping you avoid errors by teaching you how to create sound sentences with variety and style. You'll also find:",140.0,216.0,13.0,,Trade,,1.0,9781564142030,,232e01190b6780073cd1b45dacec9b14,full/2/a/2/2a22664ae29c4daa97d224aa0c811dc28b2d1258.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5641/9781564142030.jpg,,,1564142035,9781564142030,en,2005-05-31 00:00:00,,3.48,27.0,Better Sentence Writing in 30 Minutes a Day,/Better-Sentence-Writing-30-Minutes-Day-Dianna-Campbell/9781564142030,249.48
[213699],144791.0,"[1450, 2770]",,155.0,230.0,31.75,New edition,New edition,,1.0,9781890035006,tables,42c7dc6419fb757a643ede1473a5d72e,full/2/0/6/2063aaf36d80c458c611b2d110308033e839a510.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8900/9781890035006.jpg,,,1890035009,9781890035006,en,1993-06-01 00:00:00,,3.82,111.0,The Cure for All Cancers: Including Over 100 Case Histories of Persons Cured,/Cure-for-All-Cancers-Including-Over-100-Case-Histories-Persons-Cured-Hulda-Regehr-Clark/9781890035006,720.0
[187097],492078.0,"[334, 335]","Winner of the Pulitzer Prize, Annie Proulx's The Shipping News is a vigorous, darkly comic, and at times magical portrait of the contemporary North American family. Quoyle, a third-rate newspaper hack, with a ""head shaped like a crenshaw, no neck, reddish hair...features as bunched as kissed fingertips,"" is wrenched violently out of his workaday life when his two-timing wife meets her just desserts. An aunt convinces Quoyle and his two emotionally disturbed daughters to return with her to the starkly beautiful coastal landscape of their ancestral home in Newfoundland. Here, on desolate Quoyle's Point, in a house empty except for a few mementos of the family's unsavory past, the battered members of three generations try to cobble up new lives. Newfoundland is a country of coast and cove where the mercury rarely rises above seventy degrees, the local culinary delicacy is cod cheeks, and it's easier to travel by boat and snowmobile than on anything with wheels. In this harsh place of cruel storms, a collapsing fishery, and chronic unemployment, the aunt sets up as a yacht upholsterer in nearby Killick-Claw, and Quoyle finds a job reporting the shipping news for the local weekly, the Gammy Bird (a paper that specializes in sexual-abuse stories and grisly photos of car accidents). As the long winter closes its jaws of ice, each of the Quoyles confronts private demons, reels from catastrophe to minor triumph--in the company of the obsequious Mavis Bangs; Diddy Shovel the strongman; drowned Herald Prowse; cane-twirling Beety; Nutbeem, who steals foreign news from the radio; a demented cousin the aunt refuses to recognize; the much-zippered Alvin Yark; silent Wavey; and old Billy Pretty, with his bag of secrets. By the time of the spring storms Quoyle has learned how to gut cod, to escape from a pickle jar, and to tie a true lover's knot.",171.0,254.0,29.21,,Scribner Classi,,2.0,9780684857916,,50e16ef4f2b093f5fcb204ec3635d757,full/7/b/a/7ba7ed19a1975e9cbfc39676ba11102f74965611.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6848/9780684857916.jpg,Prentice Hall & IBD,,068485791X,9780684857916,en,1999-05-24 00:00:00,,3.86,132072.0,The Shipping News,/Shipping-News-Annie-Proulx/9780684857916,590.0
[281624],3415550.0,"[378, 750, 1377, 1450]",,170.0,,240.0,New edition,,,1.0,9788481961522,,f0840952ea72e4ccd567c46186e6f8bb,full/3/3/2/332f9016fcfead8f87f0d76a35656b6bebcea62f.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4819/9788481961522.jpg,,,8481961523,9788481961522,en,2009-05-19 00:00:00,,,,"Evaluacion Psicologica Forense 3 - Ambitos Delictivos, Laboral E INF.",/Evaluacion-Psicologica-Forense-3-Ambitos-Delictivos-Laboral-E-INF-Fernando-Jimenez-Omez/9788481961522,376.0
[105371],540084.0,[335],"""Der goldne Topf"", Hoffmanns ""Märchen aus der neuen Zeit"", spielt virtuos mit den Ebenen des Wunderbaren und des Bürgerlich-Philiströsen. Der Weg des Studenten Anselmus von Dresden nach Atlantis wird phantasievoll-humoristisch erzählt und zugleich ironisch reflektiert. Seit langem und mit Recht gilt der Märchenroman als ein Höhepunkt romantischer Erzählkunst.",95.0,149.0,10.0,,Neuaufl.,,1.0,9783150001011,,b75cb5127dfe79277fe2f9006b40d4aa,full/6/2/9/629b88d768052af4eaf0e4cde1b6a53cfe09fcd1.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1500/9783150001011.jpg,,,3150001013,9783150001011,de,,,3.46,2147.0,Der Goldne Topf,/Der-Goldne-Topf-Heinrich-Hoffmann/9783150001011,70.0
[57738],456340.0,"[334, 342]","From the author of Snow Falling on Cedars comes this bestselling novel about a dying man's final journey through a landscape that has always sustained him and provided him with hope and challenges. When he discovers that he has terminal cancer, retired heart surgeon Ben Givens refuses to simply sit back and wait. Instead he takes his two beloved dogs and goes on a last hunt, determined to end his life on his own terms. But as the people he meets and the memories over which he lingers remind him of the mystery of life's endurance, his trek into the American West becomes much more than a final journey.",127.0,210.0,19.0,,Reprint,,1.0,9781400032655,1 MAP,3b42ad4f627590dc8838d48d007a034d,full/8/4/1/84199bcffd6acd94730af0e37e9641fc9631353d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4000/9781400032655.jpg,Vintage Books,,1400032652,9781400032655,en,2003-07-08 00:00:00,,3.61,6126.0,East of the Mountains,/East-Mountains-David-Guterson/9781400032655,227.0
[282091],748866.0,"[712, 2791, 2796, 2797, 2802, 2812]","The mother/daughter relationship is one of the most intense relationships a woman will ever experience-it is strong and primary. This first and essential relationship has a powerful, though often subtle, effect on an adult woman's interactions with her mate, children, friends-and herself. Often, this crucial bond, which was initially based in love, turns into one of anger, guilt and resentment, the effects of which can permeate a woman's life; a burden from the past that is haunting, limiting and debilitating.",152.0,229.0,19.0,,,,2.0,9780757301247,,2c1d1fc05bb8b163644fa2ae6c28bfe7,full/d/6/a/d6ac3c8da43dc836d87a943e339b9f4186fd8601.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7573/9780757301247.jpg,,,075730124X,9780757301247,en,2003-11-03 00:00:00,,3.21,19.0,Daughters and Mothers Making it Work,/Daughters-Mothers-Making-it-Work-Julie-Firman/9780757301247,520.0
[214577],471349.0,"[334, 335, 358, 2630, 362]",One of the 20th Century's most beloved novels is still winning hearts!,141.0,212.0,23.0,,Reissue,,1.0,9780312316167,"Illustrations, unspecified",9f13e8b7a1df00de67c28c5b0b5c9e47,full/c/1/4/c145e0def15c8de7ad314b7111352af742e07a5a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3123/9780312316167.jpg,,,031231616X,9780312316167,en,2003-04-01 00:00:00,,4.0,86818.0,I Capture the Castle,/I-Capture-Castle-Dodie-Smith/9780312316167,318.0
[14554],454912.0,"[334, 335, 336, 2617]","A comical futurist fantasy, first published in 1904, about a tradition-loving suburban London community of the 1980s at war with its modernizing neighbors. Chesterton's splendid storytelling gifts and his sympathies for the plight of small nations trying to remain independent are strongly in evidence. 7 illustrations by W. Graham Robertson. New Introduction by Martin Gardner.",139.0,216.0,10.0,New edition,New edition,,1.0,9780486265513,"Illustrations, unspecified",fcd9079f8625c809e454a08cb33e5330,full/5/1/9/519437c7eff381a73d021fa4f99a3b36bd687d15.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486265513.jpg,,,048626551X,9780486265513,en,1998-02-07 00:00:00,,3.85,2890.0,The Napoleon of Notting Hill,/Napoleon-Notting-Hill-G-K-Chesterton/9780486265513,221.0
[235048],456645.0,"[334, 335]","One of the best-loved of Nabokov's novels, Pnin features his funniest and most heart-rending character. Professor Timofey Pnin is a haplessly disoriented Russian émigré precariously employed on an American college campus in the 1950s. Pnin struggles to maintain his dignity through a series of comic and sad misunder-standings, all the while falling victim both to subtle academic conspiracies and to the manipulations of a deliberately unreliable narrator.",133.6,211.33,16.51,,,,2.0,9781400041985,,2858a795e6e6b367a51e6c27848dd9b3,full/e/8/9/e89959741e7e9caaf7bb489496e64ca8d38c048c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4000/9781400041985.jpg,Everyman's Library USA,,1400041988,9781400041985,en,2004-04-06 00:00:00,,3.89,19066.0,Pnin,/Pnin-Vladimir-Nabokov/9781400041985,294.84
[13426],392631.0,"[334, 335]","Un jeune provincial de dix-huit ans, plein de rêves et plutôt séduisant, vient faire ses études à Paris. De 1840 au soir du coup d’Etat de 1851, il fait l’apprentissage du monde dans une société en pleine convulsion. Sur son chemin, il rencontre le grand amour et les contingences du plaisir, la Révolution et ses faux apôtres, l’art, la puissance de l’argent et de la bêtise, la réversibilité des croyances, l’amitié fraternelle et la fatalité des trahisons, sans parvenir à s’engager pour une autre cause que celle de suivre la perte de ses illusions.Ecrit dans une langue éblouissante et selon des règles narratives inédites, L’Education sentimentale, publiée en 1869, est peut-être le chef-d’œuvre de Flaubert le plus abouti et le plus mystérieux. En cherchant à représenter l’essence même du temps vécu, l’auteur nous transmet une philosophie de l’histoire, une morale de l’existence et une esthétique de la mémoire qui restent d’une surprenante acuité pour élucider les énigmes d’aujourd’hui.Edition de Pierre-Marc de Biasi.",109.22,175.26,30.48,,,,1.0,9782253010692,,e560daf09a0c8832cc700a6dc9b69354,full/8/e/a/8eafcf1516e9472703aff35582aba6fbbe73e7f8.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/2530/9782253010692.jpg,,,2253010693,9782253010692,fr,2002-01-05 00:00:00,,3.83,18121.0,L'education sentimentale,/Leducation-sentimentale-Gustave-Flaubert/9782253010692,340.19
[34832],686361.0,"[334, 342]","In France's Provence region, two men embark on a journey to discover the meaning of life. The novel re-presents man's relationship to nature as the two men experience the wonders of the world.",129.54,200.0,20.07,New edition,New edition,,1.0,9781582430676,,ff1c74723aedfd2d0f04f8129a5f413c,full/6/c/e/6cecb44df0a75348e2cb9ad732769880b54d185e.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5824/9781582430676.jpg,,,1582430675,9781582430676,en,2000-07-01 00:00:00,,3.9,268.0,The Song of the World,/Song-World-Jean-Giono/9781582430676,500.0
[282868],461656.0,"[285, 286, 296, 334, 335]","La estancia de Antonio Machado en Soria y el contacto diario con la tierra, paisaje y alma castellanos, contagiaron al poeta de su hondura esencial hasta lograr una identificación y un eco en su interioridad lírica. ""Campos de Castilla"", su libro capital, representa la expresión de esta andadura.",107.95,177.8,19.05,New edition,edición,,1.0,9788437608662,,02f3a65688ec369bdda1a115d58ebca5,full/c/4/e/c4e1f5889787fc94d32ced49834c53d099d241db.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4376/9788437608662.jpg,,,843760866X,9788437608662,es,2006-06-30 00:00:00,,3.98,2387.0,Campos De Castilla: Campos De Castilla,/Campos-De-Castilla-Campos-De-Castilla-Antonio-Machado/9788437608662,217.72
[282901],213781.0,"[2663, 3197, 3198, 3202, 701]","Since medieval times, the mystical tradition of Kabbalah was restricted to qualified men over forty--because it was believed that only the most mature and pious could grasp its complexity and profound, life-changing implications. More recently, Kabbalah nearly disappeared--as most of its practitioners perished in the Holocaust. In the national bestseller God Is a Verb, this powerful spiritual tradition, after centuries of secrecy and near-extinction, is explained clearly by one of its most prominent teachers.",153.0,228.0,23.88,,Reprint,,1.0,9781573226943,,0c68e13f51b3c13ee72ccf3afeb156b0,full/7/9/6/796c2135caa108bf9091c4269f22822837450529.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5732/9781573226943.jpg,"Riverhead Books,U.S.",,1573226947,9781573226943,en,1998-11-10 00:00:00,,4.27,720.0,God Is A Verb : Kabbalah and the Practice of Mystical Judaism,/God-Is-Verb-David-Cooper/9781573226943,384.0
[255473],95586.0,"[287, 334, 335]","The first of Russia's great proletarian writers, Alexey Maximovich Peshkov (1868-1936) adopted the pen name of Gorky, meaning bitter. Drawing on his own experiences in the lowest social echelon, Gorky portrayed the wretched lives of down-and-outers, instilling his tales with heartfelt protest against a world that both tolerated and fostered the miseries of the underclass.",127.0,203.0,5.08,,,,1.0,9780486411156,,4ecdc97e5ac824dcf770c1a2c2cac33f,full/f/6/c/f6c4ca03eb615a36cc459388a55e3031b7be947c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4864/9780486411156.jpg,,,048641115X,9780486411156,en,2016-05-18 00:00:00,,3.76,3596.0,Lower Depths,/Lower-Depths-Maxim-Gorky/9780486411156,90.72
[283303],593412.0,"[1396, 2772, 2790, 2831]","Since 1972, Dolores Krieger has taught Therapeutic Touch to thousands of health professionals around the world. In Accepting Your Power to Heal, she now shows all of us how to master this powerful energetic healing practice. Krieger points out that while this is not a miracle cure, Therapeutic Touch has proven to be safe and helpful in the treatment of a variety of conditions from PMS, headaches, burns, and bone fractures to asthma, reproductive problems, cancer, and AIDS. She encourages us to acknowledge our own innate healing abilities and provides experiential exercises to teach us the basic Therapeutic Touch techniques. The miracle, if there is one, is that we can all participate in the healing process and help our friends, partners, families, and even pets to feel better.",140.0,215.0,12.0,,Original ed.,,1.0,9781879181045,,8bbaaea77dcd045d05b56a056a212914,full/3/4/4/3441dd55af69259eb79c77a3b8c11ad85b8a60b9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8791/9781879181045.jpg,Bear & Company,,1879181045,9781879181045,en,2001-01-03 00:00:00,,4.07,30.0,Accepting Your Power to Heal : The Personal Practice of Therapeutic Touch,/Accepting-Your-Power-Heal-Dolores-Krieggry/9781879181045,272.16
[13972],1104206.0,"[336, 2617, 339, 2620, 342]","Maximillian Delacorte was once the world's greatest stage magician. Now a recluse, suffering from a mysterious disease, he lures his family and associates to his lonely estate for an afternoon of magic, madness, and revenge. Bodies appear and disappear without warning, severed heads speak words of hate, and nothing is ever quite what it appears. As grisly tricks lead to ever more surprising twists, not even the Great Delacorte can tell where illusion ends--and murder begins.",140.0,210.0,13.46,New edition,New edition,,1.0,9780765308726,,39f530a3cd34a0c94b315c961e29c80e,full/1/3/3/13393947ed250928b575cf93c499552ba5fb1c0b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7653/9780765308726.jpg,,,076530872X,9780765308726,en,2003-10-31 00:00:00,,3.49,527.0,Now You See it...,/Now-You-See-it-Richard-Matheson/9780765308726,210.0
"[283580, 14765, 283581]",461024.0,"[334, 335, 341, 2622]","For nearly a century, the original version of Upton Sinclair's classic novel has remained almost entirely unknown. When it was published in serial form in 1905, it was a full third longer than the censored, commercial edition published in book form the following year. That expurgated commercial edition edited out much of the ethnic flavor of the original, as well as some of the goriest descriptions of the meat-packing industry and much of Sinclair's most pointed social and political commentary. The text of this new edition is as it appeared in the original uncensored edition of 1905. It contains the full 36 chapters as originally published, rather than the 31 of the expurgated edition. A new foreword describes the discovery in the 1980s of the original edition and its subsequent suppression, and a new introduction places the novel in historical context by explaining the pattern of censorship in the shorter commercial edition.",152.0,228.0,6.0,New edition,"New, Subsequent",,1.0,9781884365300,,0890423be7f38dab1310889978580a8f,full/2/f/f/2ff5aa1812e720890cd1f385821e125c6c29fca5.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8843/9781884365300.jpg,,,1884365302,9781884365300,en,2003-05-01 00:00:00,,3.75,130609.0,The Jungle : The Uncensored Original Edition,/Jungle-Upton-Sinclair/9781884365300,508.0
[22332],429595.0,"[298, 304, 334, 335, 362]","An Everyman's Library edition of Jane Austen's revolutionary and inspiring novel, which is once again a major motion picture.",135.0,211.0,31.24,,,,2.0,9780679405818,,b7f2af045e4317b07b62686bce020806,full/7/a/1/7a1de8f1c595b7591dd69501d63ee987a057d0a9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6794/9780679405818.jpg,Everyman's Library USA,,067940581X,9780679405818,en,2009-08-01 00:00:00,,4.01,675684.0,Emma,/Emma-Jane-Austen/9780679405818,567.0
[14180],231555.0,"[3134, 669, 2819]","""Reads like a detective thriller! It picks you up and never lets go of you."" --Jess Stearn, bestselling author of Edgar Cayce, The Sleeping Prophet Ancient texts reveal that Jesus spent 17 years in the Orient. They say that from age 13 to age 29, Jesus traveled to India, Nepal, Ladakh and Tibet as both student and teacher. For the first time, Elizabeth Clare Prophet brings together the testimony of four eyewitnesses--and three variant translations--of these remarkable documents. She tells the intriguing story of how Russian journalist Nicolas Notovitch discovered the manuscripts in 1887 in a monastery in Ladakh. Critics ""proved"" they did not exist--then three distinguished scholars and educators rediscovered them in the twentieth century. Now you can read for yourself what Jesus said and did prior to his Palestinian mission. It's one of the most revolutionary messages of our time.",140.0,216.0,25.4,,,,1.0,9780916766870,,a84af86d35dc89ffc8a2bffc8e0e5507,full/9/b/f/9bfdb78f89615386f540fa9acd4adf90ef18957a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9167/9780916766870.jpg,,,091676687X,9780916766870,en,1998-01-01 00:00:00,,3.56,255.0,The Lost Years of Jesus - Pocketbook : Documentary Evidence of Jesus' 17-Year Journey to the East,/Lost-Years-Jesus-Pocketbook-Elizabeth-Clare-Prophet/9780916766870,362.87
"[244742, 64175]",424862.0,"[292, 296, 334, 335]","«La empresa de tratar de escribir novelas ;apócrifas;, que me imagino escritas por un autor que no soy yo y que no existe, la llevé a sus últimas consecuencias en este libro. Es una novela sobre el placer de leer novelas; el protagonista es el lector, que empieza diez veces a leer un libro que por vicisitudes ajenas a su voluntad no consigue acabar. Tuve que escribir, pues, el inicio de diez novelas de autores imaginarios, todos en cierto modo distintos de mí y distintos entre sí: una novela toda sospechas y sensaciones confusas; una toda sensaciones corpóreas y sanguíneas; una introspectiva y simbólica; una revolucionaria existencial; una cínico-brutal; una de manías obsesivas; una lógica y geométrica; una erótico-perversa; una telúrico-primordial; una apocalíptica alegórica. Más que identificarme con el autor de cada una de las diez novelas, traté de identificarme con el lector...»",139.7,215.9,19.05,New edition,Translation,,1.0,9788478444533,,6d0b8fcf7c2e2a4519c4c1a8f0946868,full/0/0/6/006f211114fbd590a24daf776f7682507560a750.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4784/9788478444533.jpg,,,847844453X,9788478444533,es,2007-08-01 00:00:00,,4.05,77133.0,Si una noche de invierno,/Si-una-noche-de-invierno-Italo-Calvino/9788478444533,362.87
[67160],362099.0,"[287, 335, 2512]","Si con ""Werther"" Goethe se convirtió en el iniciador de la novela alemana moderna, con ""Fausto"" entró a formar parte de la historia de la literatura mundial. Esta edición ofrece los dos ""Faustos"" de Goethe. La primera parte es la más conocida, leída y representada por ser la más sencilla. El ""Fausto II"" es una obra de lectura difícil, casi para minorías selectas, y de representación aún más complicada por los problemas de escenificación que supone. La larga elaboración y génesis de ""Fausto"", sesenta años, dan fe de la transformación del carácter de Goethe. Este mito europeo, de gran tradición desde la Edad Media, alcanzó la perfección dramática y poética en la obra del autor alemán, adquiriendo carácter universal.",114.3,184.15,25.4,New edition,Translation,,1.0,9788437606774,,ce8461debcb396b704ed38499544ab9b,full/0/b/b/0bb0c5c8f15ac9f12975b7ae90a0291213180364.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4376/9788437606774.jpg,,,8437606772,9788437606774,en,2004-06-30 00:00:00,,3.96,33550.0,Fausto,/Fausto-Johann-Wolfgang-von-Goethe/9788437606774,308.44
"[238204, 208325]",408705.0,"[334, 335, 362]","The lives of the talented Aubrey children have long been clouded by their father's genius for instability, but his new job in the London suburbs promises, for a time at least, reprieve from scandal and the threat of ruin. Mrs. Aubrey, a former concert pianist, struggles to keep the family afloat, but then she is something of a high-strung eccentric herself, as is all too clear to her daughter Rose, through whose loving but sometimes cruel eyes events are seen. Still, living on the edge holds the promise of the unexpected, and the Aubreys, who encounter furious poltergeists, turn up hidden masterpieces, and come to the aid of a murderess, will find that they have adventure to spare.",128.0,207.0,24.0,,,,1.0,9781590170342,,81b6391385afff03f7ab000518d0fb52,full/c/d/5/cd5e9fbfa9a8a72e7a33cddd8d0608eb1ca8d3bf.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5901/9781590170342.jpg,,,1590170342,9781590170342,en,2002-12-31 00:00:00,,3.8,2343.0,The Fountain Overflows,/Fountain-Overflows-Rebecca-West/9781590170342,422.0
[258124],752016.0,"[334, 342]","Tous ceux qui m'ont connu, tous sans exception me croient mort. Ma propre conviction que j'existe a contre elle l'unanimité. Quoi que je fasse, je n'empêcherai pas que dans l'esprit de la totalité des hommes, il y a l'image du cadavre de Robinson. Cela suffit - non certes à me tuer - mais à me repousser aux confins de la vie, dans un lieu suspendu entre ciel et enfers, dans les limbes, en somme...",109.22,175.26,20.32,,,,1.0,9782070369591,,66b1094d807c610accf4a89bdfc6249c,full/3/3/e/33eb5e1489ede70e21dd98d249d6cd5cbc5d3d64.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/0703/9782070369591.jpg,,,2070369595,9782070369591,fr,2006-06-22 00:00:00,,3.78,2436.0,Vendredi ou les limbes du Pacifique,/Vendredi-ou-les-limbes-du-Pacifique-Michel-Tournier/9782070369591,158.76
[285014],431207.0,"[335, 2489]","Molly is desperately disappointed when, instead of the longed-for silver bangle, her Aunt Phoebe sends her a small, grey, pumpkin-shaped pincushion for her birthday. But at night, when the full moon shines, the pumpkin turns out to be a magical one. It leads Molly and her twin brother Jack into a strange land and an extraordinary quest which is by turns thrilling, chilling and hair-raising. This eerie tale of high adventure has an enduring appeal to all who love to have their blood deliciously curdled.",129.0,198.0,8.0,New edition,New edition,12-17,1.0,9781853261329,,73780939076d3e9aaa5dc0ba3730e837,full/1/2/d/12da4dfe7ac583b2405c038ecbc80c9367f35790.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8532/9781853261329.jpg,,,1853261327,9781853261329,en,1999-03-05 00:00:00,,3.71,185.0,Knock Three Times,/Knock-Three-Times-Marion-St-John-Webb/9781853261329,106.0
[116940],411078.0,"[334, 335]","Je vais encourir bien des reproches. Mais qu'y puis-je ? Est-ce ma faute si j'eus douze ans quelques mois avant la dclaration de la guerre ? Sans doute, les troubles qui me vinrent de cette priode extraordinaire furent d'une sorte qu'on n'prouve jamais cet ge; mais comme il n'existe rien d'assez fort pour nous vieillir malgr les apparences, c'est en enfant que je devais me conduire dans une aventure o dj un homme et prouv de l'embarras.",109.22,175.26,15.24,,,,1.0,9782253006695,"Illustrations, black and white",0f42088265ed0e62f52a780d3565a24a,full/8/b/c/8bc8478808833f3e77fb90bcf81387143b970eb7.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/2530/9782253006695.jpg,,,2253006696,9782253006695,fr,1998-09-01 00:00:00,,3.69,4329.0,Le diable au corps,/Le-diable-au-corps-Raymond-Radiguet/9782253006695,113.4
[84176],41208.0,"[334, 335]","Ce volume de récits fantastiques, pour la plupart écrits de 1882 à 1887, Maupassant ne l'a pas lui-même composé. A les lire à la suite, rassemblés selon leur ordre de publication, on comprendra mieux cependant que le fantastique est une constante de l'oeuvre - et qui est apparue très tôt : contrairement à ce qu'une certaine légende a fait croire, Maupassant, bien que la folie l'ait terrassé à la fin de sa vie, n'a pas écrit sous sa dictée.  Mais s'agit-il vraiment de fantastique ? Rien de surnaturel ici, ni de merveilleux. Mais des histoires qui font place à l'angoisse et à la cruauté, à la folie et à la peur, à la division de l'être qui s'analyse avec lucidité. Le génie de l'auteur est alors de rendre son lecteur captif, d'agir sur sa conscience et de lui faire croire avec naturel et simplicité que ce fantastique intérieur, cohérent et logique, est aussi la vie ordinaire, mais devenue soudain étrange.",109.22,175.26,17.78,,62. Aufl.,,1.0,9782253005391,,ba69961145214d27aba6f819bc60cf30,full/4/d/3/4d39c121c9b7132774aecd718560983794d52029.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/2530/9782253005391.jpg,,,2253005398,9782253005391,fr,2010-05-06 00:00:00,,3.94,8276.0,Le Horla et autres nouvelles,/Le-Horla-et-autres-nouvelles-Guy-de-Maupassant/9782253005391,204.12
