authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
[80960],,"[750, 752, 1378]",,114.0,178.0,32.0,,,,5.0,9781879323551,,8d47dd0fddabdb198652265eb5d185a0,full/7/c/3/7c3d0d7c03ff21c0a5a7d5239f212b2abcfbeefb.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8793/9781879323551.jpg,,,1879323559,9781879323551,en,1997-03-01 00:00:00,,4.36,25.0,Myths of the Family,/Myths-Family-James-Hillman/9781879323551,272.0
"[9531, 134998]",,"[2642, 3009]","A history of salt notes its role as currency, in the establishment of trade routes and cities, and as an agenda of war, noting key figures who played major parts in its manufacture and distribution.  Read by Scott Brick.",148.0,160.0,73.0,Unabridged,Unabridged,,3.0,9781590072462,,7edc5b076342a25729617a6317c34250,full/b/e/6/be6a0bfa141338f45c8cb27d097e66397779d0f6.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5900/9781590072462.jpg,,,1590072464,9781590072462,en,2003-01-01 00:00:00,,3.73,60020.0,Salt,/Salt-Mark-Kurlansky/9781590072462,617.0
[218171],,[2920],,107.95,177.8,19.05,Abridged,Abridged edition,,5.0,9780743507691,,26adba2c65fb1868d7209d1734935f95,full/a/4/4/a44dd1e8e1540ad5491a9b997cec4e18f3df5c0a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7435/9780743507691.jpg,SIMON & SCHUSTER AUDIO,,074350769X,9780743507691,en,2003-07-02 00:00:00,,4.09,66.0,Talking Dirty Laundry with the Queen of Clean,/Talking-Dirty-Laundry-with-Queen-Clean-Linda-Cobb/9780743507691,159.0
[7826],24960.0,"[2820, 2840]","Make no mistake about it -- you can manifest anything you want in life when you connect with the abundance in the Universe -- and on the Meditations for Manifesting CD, bestselling author and speaker Dr. Wayne W. Dyer shows you how to do just that!",125.0,142.0,10.0,Unabridged,Unabridged edition,,3.0,9781561703159,,e542d0de54cd908a243f20f57d55ac87,full/7/e/9/7e9ceabbd49a8686fcb2d456a51663977b78eb29.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5617/9781561703159.jpg,,,156170315X,9781561703159,en,2004-07-01 00:00:00,,4.01,360.0,Meditations For Manifesting : Morning and Evening Meditations to Literally Create Your Heart's Desire,/Meditations-For-Manifesting-Dr-Wayne-W-Dyer/9781561703159,92.0
[209177],358493.0,[2772],"The health you enjoy today, and for the rest of your life, begins with your next breath. In fact, breathing is so crucial to your body's ability to heal and sustain itself that Dr. Andrew Weil says, ""If I had to limit my advice on healthier living to just one tip, it would be simply to learn how to breathe correctly.""",127.0,142.0,11.43,,,,3.0,9781564557261,,e5d28c0e7515f2c8245bc00a6b587ca2,full/3/e/f/3efabb9cdcfb4d4e4f33d96f9cc9f8a92e1f6436.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5645/9781564557261.jpg,,,156455726X,9781564557261,en,1999-11-15 00:00:00,,3.95,383.0,Breathing : The Master Key to Self Healing,/Breathing-Andrew-T-Weil/9781564557261,159.0
[194632],533916.0,"[214, 218, 222, 2978, 2984]","Unabridged on 3 CDs. Read by David and Amy Sedaris.  A riotous collection of memoirs which explores the absurd hilarity of modern life and creates a wickedly incisive portrait of an all-too-familiar world. It takes Sedaris from his humiliating bout with obsessive behaviour in 'A Plague of Tics' to the title story, where he is finally forced to face his naked self in the company of lunatics. At this soulful and moving moment, he brushes cigarette ashes from his pubic hair and wonders what it all means.  This remarkable journey into his own life follows a path of self-effacement and a lifelong search for identity leaving himself both under suspicion and over dressed.",133.0,143.0,19.0,Unabridged,Unabridged edition,,3.0,9781586212230,,9d6caadd2ea19707734f736e7ba695a6,full/7/4/1/741c420124b69228cb92ff0773e686382c8fde65.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5862/9781586212230.jpg,Hachette Audio,,1586212230,9781586212230,en,2016-02-04 00:00:00,,4.08,243561.0,Naked,/Naked-David-Sedaris/9781586212230,146.0
[71162],7256.0,"[365, 2634]","Join Monkey D. Luffy and his swashbuckling crew in their search for the ultimate treasure, One Piece!",127.0,191.0,20.0,,1st Edition,,1.0,9781591160571,,f34a33721107d227eefbd5feecfd549a,full/2/e/d/2ed4147b899867759dd7634d30d25d71eaa634f3.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591160571.jpg,,,159116057X,9781591160571,en,2008-10-06 00:00:00,,4.36,10810.0,"One Piece, Vol. 2",/One-Piece-Vol-2-Eiichiro-Oda/9781591160571,172.0
[67949],,"[142, 3257, 2984]","Mrs Merton tells the reader everything they need to know about the world of television: her favourite episodes of ""Heartbeat""; the best operations from ""Casualty""; her friend Enid's trip to ""Countdown""; how Des O'Connor is related to Sinead O'Connor and her intimate correspondence with Des Lynam.",106.0,136.0,17.0,,,,5.0,9781859989005,,8cba5415487466c7b909cde8396fc5de,full/1/f/3/1f3513e345484fc0c9ccb50dfde96dc9f0991b31.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8599/9781859989005.jpg,Hodder & Stoughton Ltd,,1859989004,9781859989005,en,1999-06-01 00:00:00,,,,Mrs. Merton's World of Television: Performed by the Author,/Mrs-Mertons-World-Television-Performed-by-Author-Caroline-Aherne/9781859989005,125.0
[2119],,[273],,,,,,5. Aufl.,,5.0,9783530407822,,6cd51003697708ca53d08c77b7d9aaa7,full/a/4/9/a4986cef73a472471a832b985f93eacef68a9cf3.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5304/9783530407822.jpg,,,3530407828,9783530407822,de,,,4.31,5170.0,Grundwerk: Band 2: 9/1,/Grundwerk-Band-2-9-1-C-G-Jung/9783530407822,
"[76587, 220307]",,"[132, 3247, 214, 218, 220, 355, 2629, 684]",,108.0,182.0,17.0,Abridged,Abridged edition,,5.0,9781578151394,,d9f083c9c171c71b1df27f6dc2d66ba1,full/3/1/6/316a3146a5bae1ba35fe15612c6f3cc575d30f17.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5781/9781578151394.jpg,,,1578151392,9781578151394,en,2000-10-01 00:00:00,,4.12,233514.0,Katherine Hepburn,/Katherine-Hepburn-Barbara-Learning/9781578151394,136.0
[220396],654109.0,"[364, 2633, 365, 2634]","A Beloved Fantasy From One Of Japan's Top CreatorsProlific shojo (""""girls"""") comics artist Yuu Watase has created a wonderfully exciting, funny, and heartfelt tale of a normal junior-high-school girl who is transported into a fictional version of ancient China. She encounters base villains and dashing heroes, and still manages to worry about her grades and where her next banquet is coming from.",127.0,191.0,15.0,,2nd edition,,1.0,9781569319574,,f48043a475fc41fd504187958f661cfe,full/3/7/0/3707f9ffbf4089dae5e2bbb9a722017cfac94ea5.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5693/9781569319574.jpg,,,156931957X,9781569319574,en,2008-10-06 00:00:00,,4.08,21395.0,"Fushigi Yugi, Vol. 1",/Fushigi-Yugi-Vol-1-Yuu-Watase/9781569319574,200.0
[221552],,[275],,,,,,,,5.0,9783126752022,,d9f083c9c171c71b1df27f6dc2d66ba1,full/8/9/c/89cb4be4b685c3660ad7e682b6426fad4be25be1.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1267/9783126752022.jpg,,,3126752020,9783126752022,de,1989-02-01 00:00:00,,,,Wirtschaft Im Ohr - Level 1: Cassetten 1 (2),/Wirtschaft-Im-Ohr-Level-1-Cassetten-1-2-Dondoux-Liberge/9783126752022,
[220726],590595.0,"[365, 2634]","Armed with the power to control flame, Recca Hanabishi finds himself in an awkward situation when a mysterious older woman pops into his life one day. Is she good? Is she evil? What exactly does she want with the young ninja firecracker?",127.0,191.0,18.0,,Action,,1.0,9781591161936,,a111e638d377b8693cb9c07125f6620a,full/d/7/a/d7a3131e56296ff3450187b63565c8ba09fe9c69.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591161936.jpg,,,1591161932,9781591161936,en,2008-10-06 00:00:00,,3.93,197.0,"Flame of Recca, Vol. 5",/Flame-Recca-Vol-5-Nobuyuki-Anzai/9781591161936,195.0
[220726],590593.0,"[342, 355, 2629, 365, 2634]","Armed with the power to control flame, Recca Hanabishi finds himself in an awkward situation when a mysterious older woman pops into his life one day. Is she good? Is she evil? What exactly does she want with the young ninja firecracker?",127.0,191.0,18.0,,1st Edition,,1.0,9781591160946,,99a83463b01953f0468df970c517992a,full/8/c/d/8cd56dfd5577717ba4e746af5a7acba009332881.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591160946.jpg,,,1591160944,9781591160946,en,2008-10-06 00:00:00,,3.86,204.0,"Flame of Recca, Vol. 3",/Flame-Recca-Vol-3-Nobuyuki-Anzai/9781591160946,188.0
[220726],577555.0,"[365, 2634]","Armed with the power to control flame, Recca Hanabishi finds himself in an awkward situation when a mysterious older woman pops into his life one day. Is she good? Is she evil? What exactly does she want with the young ninja firecracker?",127.0,191.0,15.0,,1st Edition,,1.0,9781591160670,,0ba42b386d98214e7330fdf91d9dfe0c,full/f/d/2/fd2a2c1871cc26739ac975471f9a3da1ab796e09.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591160670.jpg,,,1591160677,9781591160670,en,2008-10-06 00:00:00,,3.82,246.0,"Flame of Recca, Vol. 2",/Flame-Recca-Vol-2-Nobuyuki-Anzai/9781591160670,177.0
"[222700, 222701]",,"[132, 3247, 214, 218, 684]",,121.0,178.0,19.0,Abridged,Abridged edition,,5.0,9780787121389,,d9f083c9c171c71b1df27f6dc2d66ba1,full/5/e/6/5e6abab4e3d740c3e3e6766a29871faa8ee5a87d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7871/9780787121389.jpg,,,078712138X,9780787121389,,1999-11-01 00:00:00,,4.19,1053.0,Marilyn,/Marilyn-George-Barris/9780787121389,91.0
[220726],491714.0,"[364, 2633, 365, 2634]","Armed with the power to control flame, Recca Hanabishi finds himself in an awkward situation when a mysterious older woman pops into his life one day. Is she good? Is she evil? What exactly does she want with the young ninja firecracker?",127.0,191.0,15.0,,Action,,1.0,9781591160663,,ed7241cf756c9e0c766e4ca32229dcf3,full/3/c/a/3cad82a8ab86d71a2b246f886c6693c6944bebfc.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591160663.jpg,,,1591160669,9781591160663,en,2008-10-06 00:00:00,,3.77,718.0,"Flame of Recca, Vol. 1",/Flame-Recca-Vol-1-Nobuyuki-Anzai/9781591160663,181.0
"[66807, 190342]",,"[220, 221, 2648]","The memoirs of the outstanding moral and political leader of our time, ""Long Walk to Freedom"" recreate the drama of the experiences that helped shape Nelson Mandela's destiny. From his beginning in the Transkei to his being taken to Robben Island, this is the story of how a man rose so far, only to be sentenced to life imprisonment. Emotive and compelling, it is the story of an epic life.",121.0,184.0,38.1,New edition,New edition,,5.0,9781570420573,,b78862c6d41ef49e84e7755d0769a731,full/f/5/c/f5c362fa207223a96259973970687e73e8e4e309.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5704/9781570420573.jpg,,,1570420572,9781570420573,en,2002-12-05 00:00:00,,4.31,71671.0,Long Walk to Freedom : The Autobiography of Nelson Mandela,/Long-Walk-Freedom-Nelson-Mandela/9781570420573,295.0
[11642],,"[214, 334, 3121]",,114.0,184.0,19.0,,,,5.0,9781564553621,,e13387df02f86e83702e36448ad2cf4c,full/9/6/f/96f459513529aaad964f3e567f1831dfc5eb2393.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5645/9781564553621.jpg,,,1564553620,9781564553621,en,1995-09-01 00:00:00,,4.69,16.0,My Life as Myself : An Intimate Conversation,/My-Life-Myself-Alice-Walker/9781564553621,91.0
[220396],391059.0,"[98, 364, 2633, 365, 2634]","Jealous of Alice and Kyo's feeling for each other, Mayura embraces the forces of the dark nether world she is trapped in and ventures to use the negative power of the Maram Words. Sibling rivalry reaches new heights when the Seno sisters are pitted against each other armed with the power of words!",127.0,191.0,18.0,,Shojo,,1.0,9781591162308,,a662a823e7ec8d0b4610fe73c818ecd7,full/8/5/b/85b3c55662db95f45885f0171fbe6ab0d1715bec.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591162308.jpg,,,1591162300,9781591162308,en,2008-08-04 00:00:00,,4.08,3129.0,"Alice 19th, Vol. 3",/Alice-19th-Vol-3-Yuu-Watase/9781591162308,195.0
[220396],374652.0,"[365, 2634]","Kyo Wakamiya joins Alice Seno's endeavour to save her sister, Mayura, from the darkness. From out of nowhere, a mysterious handsome man named Frei appears to claim Alice as his fiancee and he too, offers his support to save Mayura. All three of them have the potential to be great Lotis Masters, but will even their combined power be enough to save Mayura from the dark nether world that she is trapped in?",127.0,191.0,18.0,,,,1.0,9781591162292,,9c1761476f4507cd89d319f7b1c4b58d,full/8/c/a/8cae5685aa9ddaae1dadcbf14dfc0e146641befc.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591162292.jpg,,,1591162297,9781591162292,en,2008-06-02 00:00:00,,4.07,2944.0,"Alice 19th, Vol. 2",/Alice-19th-Vol-2-Yuu-Watase/9781591162292,192.0
[225678],345921.0,"[365, 2634]","Meet Hansel, Meet Gretel. She's a little bit loudmouthed and aggressive, he's a little bit brainy and pudgy. And everything's fine in their tiny mountain hamlet--Dad's on medication, the local barber's selling diet food, and there's croissants for everyone--until one day a tiny lady shows up...and something goes horribly wrong in Hibari-cho. Can Hansel & Gretel save the day?",145.0,207.0,13.0,,,,4.0,9781569318690,"Illustrations, unspecified",bfe7848c4839281fac2f565691fa073e,full/1/4/a/14a5007a7cf45c5368414034b1813afe30bcc83d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5693/9781569318690.jpg,,,1569318697,9781569318690,en,2003-05-01 00:00:00,,3.9,233.0,Junko Mizuno's Hansel & Gretel,/Junko-Mizunos-Hansel-Gretel-Junko-Mizuno/9781569318690,136.0
[220396],351225.0,"[364, 2633, 365, 2634]","Alice Seno is a seemingly shy and meek girl who always seems to be outshined by her older sister Mayura. One day, Alice has an encounter with a mysterious and magical rabbit girl, and her life is turned upside down. Alice discovers that certain words have power, and that she has the potential to be master of a set of sublimely powerful words called the Lotis Words. But power always comes with a price, and the price may turn out to be Alice's sister Mayura...",127.0,191.0,15.0,,2003,,1.0,9781591162155,,267cf219458629fd315ec6a22f9ada7b,full/7/8/0/780fa270ec089ff81f1b69c465f2ad15a1e183b6.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591162155.jpg,,,1591162157,9781591162155,en,2008-04-07 00:00:00,,3.9,11116.0,"Alice 19th, Vol. 1",/Alice-19th-Vol-1-Yuu-Watase/9781591162155,186.0
"[213942, 172491]",,"[273, 314]","Congratulations on your selection of this Pimsleur Language Program. Learning to speak a language has never been easier.  The Pimsleur Language Programs, using the world-renowned method of Dr. Paul Pimsleur, will soon have you speaking the language of your choice.  This series of thirty minute lessons enables you to learn comfortably and conveniently at your own pace, and achieve measurable results.  Refer to the enclosed owner's manual and see how easy it is to learn to speak foreign language.",282.4,341.9,50.3,Abridged,Abridged,,3.0,9780671776381,,5a4c4a8c70eae315a64bc928ffe25a77,full/5/2/2/522281cf03467ed5eb9305f1a124483d728c6072.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6717/9780671776381.jpg,,,067177638X,9780671776381,en,2001-08-01 00:00:00,,,,English for Chinese (Mandarin) Speakers I - 2nd Ed. : Learn to Speak and Understand English with Pimsleur Language Programs,/English-for-Chinese-Mandarin-Speakers-I-2nd-Ed-Pimsleur/9780671776381,1152.13
"[47905, 226334]",91422.0,"[334, 367, 2636]","Written by Jeph Loeb Art and cover by Tim Sale 	Reoffered to coincide with CATWOMAN: WHEN IN ROME, this volume collects the acclaimed first Batman work by the Loeb/Sale team! Taking place during Batman's early days of crime fighting, this collection tells the story of a mysterious killer who murders his prey only on holidays.  On sale May 2 - 368 pg, FC, $19.99 US - RELIST",165.0,254.0,22.0,,,,1.0,9781563894695,,108945644a8bf320e49776acb6c32376,full/d/b/7/db7a5520c447fdc6ed59f083f676074c200d0786.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5638/9781563894695.jpg,,,1563894696,9781563894695,en,2004-11-15 00:00:00,,4.32,78609.0,Batman: The Long Halloween,/Batman-Long-Halloween-Jeph-Loeb/9781563894695,635.0
[225678],299888.0,"[364, 2633, 365, 2634]","Cute but deadly. Powerpuff Girls on acid. Lolita Goth. Enter the unique world of Junko Mizuno's Cinderalla, a mindwarping revision of the classic fairy tale, complete with flying zombies and anemic pop stars, told with more than a touch of black humor. Psychedelic and ""grotesque-cute,"" here's the latest brilliant pop object from one of the most promising young comics artists in Japan.",146.0,210.0,13.0,,Original,,1.0,9781591160038,,7c7d26135ab04c0662accf475e4232ea,full/0/d/a/0da7dec98b78b1c1889cf0f81316ebccb2091c86.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591160038.jpg,,,1591160030,9781591160038,en,2002-08-31 00:00:00,,3.97,425.0,Cinderalla,/Cinderalla-Junko-Mizuno/9781591160038,136.0
[38436],54119.0,"[364, 2633, 367, 2636]","Written by Warren Ellis; Art by John Cassaday   Collecting the stories that first introduced the world to Planetary, this graphic novel features the adventures of Elijah Snow, a hundred year old man, Jakita Wagner, an extremely powerful and bored woman, and The Drummer, a man with the ability to communicate with machines. Infatuated with tracking down evidence of super-human activity, these mystery archaeologists of the late 20th Century uncover unknown paranormal secrets and histories, such as a World War II supercomputer that can access other universes, a ghostly spirit of vengeance, and a lost island of dying monsters.",168.0,259.0,8.0,,,,1.0,9781563896484,,efeb6a1484dfb554ffa0a1365b2f7ee3,full/f/1/3/f13e3df4fc222768a4e6c0adccab63f715ef9128.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5638/9781563896484.jpg,,,1563896486,9781563896484,en,2011-08-01 00:00:00,,4.2,13997.0,Planetary Vol 01 : All Over The World And Other Stories,/Planetary-Vol-01-Warren-Ellis/9781563896484,270.0
"[56474, 224298, 185227]",34340.0,"[364, 2633, 367, 2636]","by Mark Millar & Dave Johnson In the intriguing SUPERMAN: RED SON, the classic myth of the Man of Steel is reimagined and reinvented as the infamous rocket ship crash-lands in the fields of the Ukraine. Raised in Russia, Superman grows to become the Soviet Union's greatest weapon as the world is transformed into a communist state opposed only by the crumbling capitalistic America and its President Lex Luthor. Now as Superman stands on the brink of ultimate power, three heroes, Batman, Wonder Woman, and Green Lantern, each make a valiant stand to destroy the reign of the Man of Steel.",162.0,254.0,12.0,,,,1.0,9781401201913,,9b0fc2cdb96dc6ee27fd9a534dc4e9cd,full/2/6/9/269408201439fd19b032633b01cd1c587663a845.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4012/9781401201913.jpg,,,1401201911,9781401201913,en,2011-09-21 00:00:00,,4.17,49503.0,Superman: Red Son,/Superman-Red-Son-Mark-Millar/9781401201913,272.0
[219829],62563.0,"[364, 2633, 365, 2634]","Despite Setsuna's efforts to deny his love for his sister, he can't allow her to leave the country without letting her know how he feels, but how can she feel about love that borders on incest? She may never live to find out, because an angel has been sent down from heaven just for her-just to make sure that she dies! The two demons from hell, Kurai and Arachne, are still trying to bring out the avenging angel in Setsuna, but first they must deal with the mysterious, seemingly immortal Kira. Even if a way is found to bring the angel Alexiel out of Setsuna, can Tokyo survive the transformation?",127.0,191.0,18.0,,,,1.0,9781591163923,,a6dfcbf5053fa3d260363ee69fdf7f6e,full/8/1/b/81b58bd3b9b243d3333de0e60771f5747e38e015.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591163923.jpg,,,1591163927,9781591163923,en,2008-11-03 00:00:00,,4.11,1431.0,"Angel Sanctuary, Vol. 3",/Angel-Sanctuary-Vol-3-Kaori-Yuki/9781591163923,206.0
[219829],210002.0,"[355, 2629, 365, 2634]","The angel Alexiel loved God, but she rebelled against Heaven when she saw how disgracefully the other angels were behaving. She was finally captured, and as punishment sent to Earth to live an endless series of tragic lives. She now inhabits the body of Setsuna Mudo, a troubled teen in love with his sister Sara. Setsuna's misery mirrors the chaos among the angels, and their combined passions threaten to destroy both Heaven and Earth.",127.0,191.0,15.0,,,,1.0,9781591163121,,5ddf15eccc004c02e317beb360abf10e,full/b/3/f/b3f204b03f73a0255fcfbada1b45b8f0c74ab7d9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591163121.jpg,,,1591163129,9781591163121,en,2008-09-01 00:00:00,,4.03,1619.0,"Angel Sanctuary, Vol. 2",/Angel-Sanctuary-Vol-2-Kaori-Yuki/9781591163121,184.0
[12279],22211.0,"[364, 2633, 366, 2635, 367, 2636]","London, 1898. The Victorian Era draws to a close and the twentieth century",169.0,258.0,9.0,,,,1.0,9781563898587,chiefly illustrations (some colour),36e5b0272e826c2bc9775ccfff9cae43,full/1/4/0/140c0c31f6add08b16a8bc53cf51438dbbd3dac4.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5638/9781563898587.jpg,,,1563898586,9781563898587,en,2011-08-01 00:00:00,,3.94,49451.0,"The League Of Extraordinary Gentlemen, Vol. 1",/League-Extraordinary-Gentlemen-Vol-1-Alan-Moore/9781563898587,345.0
[20479],,[2978],,105.0,130.0,27.0,,,,5.0,9780787100797,,d9f083c9c171c71b1df27f6dc2d66ba1,full/0/a/e/0aeb9e24833f1f21c23a8f61b7d6655e69c1c061.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7871/9780787100797.jpg,,,078710079X,9780787100797,en,1994-06-01 00:00:00,,3.84,3078.0,Best of Dave Barry Does Japan,/Best-Dave-Barry-Does-Japan-Dr-Dave-Barry/9780787100797,109.0
[221625],176974.0,"[364, 2633, 365, 2634]","Japanese-American track-and-field star Mizuki has gotten herself a transfer to a high school in Japan...but not just any school! To be close to her idol, high jumper Izumi Sano, she's going to an all-boys' high school...and disguising herself as a boy! But as fate would have it, they're more than classmates...they're roommates! Now, Mizuki must keep her secret in the classroom, the locker room, and her own bedroom. And her classmates - and the school nurse - must cope with a new transfer student who may make them question their own orientation...",127.0,191.0,15.0,,Shojo,,1.0,9781591163299,,0f0066253529e3787263f5b6465ee05f,full/2/c/8/2c8723c65af1abddda229e28207a51dce9429b8f.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591163299.jpg,,,1591163293,9781591163299,en,2009-01-05 00:00:00,,4.15,34561.0,"Hana-Kimi, Vol. 1",/Hana-Kimi-Vol-1-Hisaya-Nakajo/9781591163299,179.0
[147856],,"[214, 2978]",What started out as a quick way to earn a living became a curious preoccupation with all things clean . . . and messy. Other People's Dirt is an irreverent look at the untidy business of life.,106.43,177.29,14.48,Abridged,Abridged edition,,5.0,9781885408235,,8f128d964d8c97184ffd65db4447e75a,full/5/a/6/5a6571a24e28e5162244818b892986f8dbdcfd41.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8854/9781885408235.jpg,,,1885408234,9781885408235,en,1998-07-01 00:00:00,,3.08,450.0,Other People's Dirt,/Other-Peoples-Dirt-Louise-Rafkin/9781885408235,104.33
[219829],161110.0,"[334, 365, 2634]","The angel Alexiel loved God, but she rebelled against Heaven when she saw how disgracefully the other angels were behaving. She was finally captured, and as punishment sent to Earth to live an endless series of tragic lives. She now inhabits the body of Setsuna Mudo, a troubled teen in love with his sister Sara. Setsuna's misery mirrors the chaos among the angels, and their combined passions threaten to destroy both Heaven and Earth.",127.0,191.0,18.0,,Shojo,,1.0,9781591162452,,d11b1fd966fad574514e0ae551a51465,full/4/2/2/42229725df6584422c7137830b3cc7911f62f143.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591162452.jpg,,,1591162459,9781591162452,en,2008-09-01 00:00:00,,3.84,7134.0,"Angel Sanctuary, Vol. 1",/Angel-Sanctuary-Vol-1-Kaori-Yuki/9781591162452,197.0
[219637],48636.0,"[334, 364, 2633, 365, 2634]",The battle to decide the fate of Meiji-era swordsmanship has begun!,127.0,191.0,15.0,,1st Edition,,1.0,9781591162490,,41cbb9d0b2af29ca37ee4a2ae7c4001e,full/9/5/9/95968f639c5a167ec05630775aeff2a7af992662.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5911/9781591162490.jpg,,,1591162491,9781591162490,en,2008-10-06 00:00:00,,4.37,4782.0,"Rurouni Kenshin, Vol. 2",/Rurouni-Kenshin-Vol-2-Nobuhiro-Watsuki/9781591162490,186.0
"[201101, 194632]",,"[214, 334, 2978]",,105.0,172.0,15.0,Abridged,Abridged edition,,5.0,9781570424816,,97ec2f99ff31bb6b222360e99755d491,full/0/b/2/0b250f5c2a504e7acf1a10576e1a6ad335f0d5c9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5704/9781570424816.jpg,,,1570424810,9781570424816,en,1997-04-01 00:00:00,,4.08,243561.0,Naked,/Naked-David-Sedaris/9781570424816,95.0
"[231774, 202630]",,"[763, 2791, 2793, 2978]","This is the end of Toxic Niceness as we know it! No more saying ""Yes"" when you mean ""No."" Your Inner Bitch is that integral, powerful part of you that is going unrecognized, especially when you're falling in love. Looking for romance? Let your Inner Bitch be your guide.",105.4,172.7,19.3,Unabridged,Unabridged edition,,5.0,9781885408266,,be9007ef3a1ce5d855d4a6f33758bca0,full/4/b/b/4bbe69e9c09d5b7d47b3b6f00fa01a8d2b032446.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8854/9781885408266.jpg,,,1885408269,9781885408266,en,2001-06-14 00:00:00,,3.37,118.0,"The Inner Bitch : Guide to Men, Relationships, Dating, Etc.",/Inner-Bitch-Elizabeth-Hilts/9781885408266,90.72
"[67405, 76495]",,"[853, 858, 2978]","The social critic shares his views of the political, social, financial, and physical complexities of the twenty-first century, from the explosion of the tech-stock bubble to Bush's scorched-earth environmental policies. Read by Arte Johnson.",139.7,163.6,49.0,Unabridged,Unabridged,,3.0,9781590072806,,0b05744983e589b982411a134d8ad8af,full/1/5/9/15962cf13414eae29a336f3f7b46cd48fa97504b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5900/9781590072806.jpg,,,1590072804,9781590072806,en,2002-06-01 00:00:00,,3.32,15504.0,Stupid White Men : And Other Sorry Excuses for the State of the Nation,/Stupid-White-Men-Michael-Moore/9781590072806,362.88
